id,dayNight,temp,wind,condition,venue_id,home_probablePitcher,away_probablePitcher,gameNumber,doubleHeader,season,homeTeam_id,awayTeam_id
2018/06/07/lanmlb-pitmlb-1,day,70,"2 mph, Out To LF",Sunny,31,592791,543339,1,N,2018,134,119
2018/06/07/miamlb-slnmlb-1,day,89,"3 mph, Out To CF",Partly Cloudy,2889,571945,670950,1,N,2018,138,146
2018/06/07/phimlb-chnmlb-1,day,73,"9 mph, In From RF",Sunny,17,543022,601713,1,N,2018,112,143
2018/06/07/seamlb-tbamlb-1,night,72,"0 mph, None",Dome,12,592773,502190,1,N,2018,139,136
2018/06/08/anamlb-minmlb-1,night,73,"10 mph, In From RF",Partly Cloudy,3312,458681,572070,1,N,2018,142,108
2018/06/08/arimlb-colmlb-1,night,91,"9 mph, In From CF",Partly Cloudy,19,608566,425844,1,N,2018,115,109
2018/06/08/atlmlb-lanmlb-1,night,75,"5 mph, L To R",Clear,22,621111,435221,1,N,2018,119,144
2018/06/08/balmlb-tormlb-1,night,72,"4 mph, R To L",Clear,14,457918,488768,1,N,2018,141,110
2018/06/08/chamlb-bosmlb-1,night,70,"6 mph, R To L",Partly Cloudy,3,519242,592229,1,N,2018,111,145
2018/06/08/clemlb-detmlb-1,night,79,"8 mph, L To R",Clear,2394,605242,545333,1,N,2018,116,114
2018/06/08/houmlb-texmlb-1,night,95,"9 mph, In From RF",Partly Cloudy,13,450729,434378,1,N,2018,140,117
2018/06/08/kcamlb-oakmlb-1,night,63,"13 mph, Out To RF",Clear,10,593423,596001,1,N,2018,133,118
2018/06/08/milmlb-phimlb-1,night,80,"9 mph, Out To CF",Partly Cloudy,2681,592826,468504,1,N,2018,143,158
2018/06/08/nyamlb-nynmlb-1,night,77,"11 mph, Out To LF",Partly Cloudy,3289,594798,547888,1,N,2018,121,147
2018/06/08/pitmlb-chnmlb-1,day,59,"7 mph, In From LF",Overcast,17,543557,641771,1,N,2018,112,134
2018/06/08/sdnmlb-miamlb-1,night,77,"0 mph, None",Roof Closed,4169,592761,641778,1,N,2018,146,135
2018/06/08/seamlb-tbamlb-1,night,72,"0 mph, None",Dome,12,521655,594835,1,N,2018,139,136
2018/06/08/sfnmlb-wasmlb-1,night,84,"2 mph, Out To LF",Cloudy,3309,544931,605498,1,N,2018,120,137
2018/06/08/slnmlb-cinmlb-1,night,80,"5 mph, In From CF",Cloudy,2602,518774,596133,1,N,2018,113,138
2018/06/09/anamlb-minmlb-1,day,69,"8 mph, In From LF",Overcast,3312,502043,572140,1,N,2018,142,108
2018/06/09/arimlb-colmlb-1,night,94,"7 mph, Out To LF",Clear,19,518452,571863,1,N,2018,115,109
2018/06/09/atlmlb-lanmlb-1,night,77,"5 mph, Out To CF",Clear,22,622072,434671,1,N,2018,119,144
2018/06/09/balmlb-tormlb-1,day,68,"6 mph, Out To CF",Partly Cloudy,14,592717,592332,1,N,2018,141,110
2018/06/09/chamlb-bosmlb-1,day,80,"15 mph, Out To RF",Partly Cloudy,3,456034,607074,1,N,2018,111,145
2018/06/09/clemlb-detmlb-1,day,67,"9 mph, L To R",Overcast,2394,571666,605182,1,N,2018,116,114
2018/06/09/houmlb-texmlb-1,night,96,"12 mph, R To L",Clear,13,501985,450203,1,N,2018,140,117
2018/06/09/kcamlb-oakmlb-1,day,68,"17 mph, Out To RF",Partly Cloudy,10,605135,518633,1,N,2018,133,118
2018/06/09/milmlb-phimlb-1,day,82,"6 mph, Out To CF",Partly Cloudy,2681,453562,608718,1,N,2018,143,158
2018/06/09/nyamlb-nynmlb-1,night,76,"8 mph, R To L",Partly Cloudy,3289,571927,593334,1,N,2018,121,147
2018/06/09/pitmlb-chnmlb-1,day,65,"1 mph, Calm",Overcast,17,452657,592468,1,N,2018,112,134
2018/06/09/sdnmlb-miamlb-1,day,76,"0 mph, None",Roof Closed,4169,573185,475115,1,N,2018,146,135
2018/06/09/seamlb-tbamlb-1,day,72,"0 mph, None",Dome,12,605483,433587,1,N,2018,139,136
2018/06/09/sfnmlb-wasmlb-1,day,84,"4 mph, In From RF",Cloudy,3309,461829,605446,1,N,2018,120,137
2018/06/09/slnmlb-cinmlb-1,day,91,"6 mph, R To L",Partly Cloudy,2602,622491,608379,1,N,2018,113,138
2018/06/10/anamlb-minmlb-1,day,69,"14 mph, In From LF",Overcast,3312,622864,607374,1,N,2018,142,108
2018/06/10/arimlb-colmlb-1,day,91,"9 mph, Out To CF",Sunny,19,607536,643327,1,N,2018,115,109
2018/06/10/atlmlb-lanmlb-1,day,81,"7 mph, Out To CF",Sunny,22,548389,656794,1,N,2018,119,144
2018/06/10/balmlb-tormlb-1,day,68,"20 mph, Out To CF",Sunny,14,462136,502171,1,N,2018,141,110
2018/06/10/chamlb-bosmlb-1,day,67,"13 mph, In From RF",Sunny,3,519144,625643,1,N,2018,111,145
2018/06/10/clemlb-detmlb-1,day,65,"11 mph, L To R",Cloudy,2394,592499,446372,1,N,2018,116,114
2018/06/10/houmlb-texmlb-1,day,92,"11 mph, In From RF",Cloudy,13,519043,572971,1,N,2018,140,117
2018/06/10/kcamlb-oakmlb-1,day,69,"15 mph, Out To RF",Sunny,10,640455,641745,1,N,2018,133,118
2018/06/10/milmlb-phimlb-1,day,72,"12 mph, R To L",Cloudy,2681,621107,605540,1,N,2018,143,158
2018/06/10/nyamlb-nynmlb-1,night,65,"2 mph, Out To LF",Cloudy,3289,607625,622663,1,N,2018,121,147
2018/06/10/pitmlb-chnmlb-1,day,65,"3 mph, In From CF",Overcast,17,543294,467100,1,N,2018,112,134
2018/06/10/sdnmlb-miamlb-1,day,76,"0 mph, None",Roof Closed,4169,570632,453385,1,N,2018,146,135
2018/06/10/seamlb-tbamlb-1,day,72,"0 mph, None",Dome,12,543135,572020,1,N,2018,139,136
2018/06/10/sfnmlb-wasmlb-1,day,81,"0 mph, Calm",Cloudy,3309,453286,502706,1,N,2018,120,137
2018/06/10/slnmlb-cinmlb-1,day,83,"9 mph, Varies",Partly Cloudy,2602,543101,593372,1,N,2018,113,138
2018/06/11/anamlb-seamlb-1,night,67,"3 mph, Out To RF",Partly Cloudy,680,453281,571760,1,N,2018,136,108
2018/06/11/bosmlb-balmlb-1,night,66,"2 mph, In From RF",Partly Cloudy,2,605164,453214,1,N,2018,110,111
2018/06/11/chnmlb-milmlb-1,night,65,"1 mph, Calm",Cloudy,32,448855,500779,1,N,2018,158,112
2018/06/11/clemlb-chamlb-1,night,65,"8 mph, L To R",Overcast,4,608337,471911,1,N,2018,145,114
2018/06/11/pitmlb-arimlb-1,night,81,"0 mph, None",Roof Closed,15,571578,605397,1,N,2018,109,134
2018/06/11/sdnmlb-slnmlb-1,night,91,"9 mph, In From RF",Partly Cloudy,2889,656427,543475,1,N,2018,138,135
2018/06/11/sfnmlb-miamlb-1,night,75,"0 mph, None",Roof Closed,4169,612672,518516,1,N,2018,146,137
2018/06/11/tormlb-tbamlb-1,night,72,"0 mph, None",Dome,12,642232,543208,1,N,2018,139,141
2018/06/12/anamlb-seamlb-1,night,63,"2 mph, Out To CF",Cloudy,680,502190,642545,1,N,2018,136,108
2018/06/12/bosmlb-balmlb-1,night,75,"8 mph, Out To LF",Partly Cloudy,2,605276,593958,1,N,2018,110,111
2018/06/12/chnmlb-milmlb-1,night,72,"6 mph, In From LF",Cloudy,32,502624,543022,1,N,2018,158,112
2018/06/12/cinmlb-kcamlb-1,night,85,"6 mph, R To L",Partly Cloudy,7,453178,607219,1,N,2018,118,113
2018/06/12/clemlb-chamlb-1,night,72,"2 mph, In From RF",Cloudy,4,448306,592644,1,N,2018,145,114
2018/06/12/colmlb-phimlb-1,night,73,"11 mph, Out To CF",Clear,2681,605400,592351,1,N,2018,143,115
2018/06/12/houmlb-oakmlb-1,night,67,"14 mph, Out To RF",Clear,10,596043,621121,1,N,2018,133,117
2018/06/12/minmlb-detmlb-1,night,74,"9 mph, R To L",Overcast,2394,543278,543606,1,N,2018,116,142
2018/06/12/nynmlb-atlmlb-1,night,81,"7 mph, In From LF",Partly Cloudy,4705,592314,554430,1,N,2018,144,121
2018/06/12/pitmlb-arimlb-1,night,81,"0 mph, None",Roof Closed,15,453329,592866,1,N,2018,109,134
2018/06/12/sdnmlb-slnmlb-1,night,88,"9 mph, L To R",Partly Cloudy,2889,571945,621381,1,N,2018,138,135
2018/06/12/sfnmlb-miamlb-1,night,75,"0 mph, None",Roof Closed,4169,670950,608717,1,N,2018,146,137
2018/06/12/texmlb-lanmlb-1,night,75,"6 mph, L To R",Clear,22,657571,112526,1,N,2018,119,140
2018/06/12/tormlb-tbamlb-1,night,72,"0 mph, None",Dome,12,592773,448802,1,N,2018,139,141
2018/06/12/wasmlb-nyamlb-1,night,71,"17 mph, R To L",Clear,3313,282332,543699,1,N,2018,147,120
2018/06/13/anamlb-seamlb-1,day,62,"0 mph, Calm",Partly Cloudy,680,594835,572070,1,N,2018,136,108
2018/06/13/bosmlb-balmlb-1,day,81,"9 mph, Out To RF",Cloudy,2,606162,519242,1,N,2018,110,111
2018/06/13/chnmlb-milmlb-1,day,77,"15 mph, Out To CF",Sunny,32,468504,543557,1,N,2018,158,112
2018/06/13/cinmlb-kcamlb-1,night,82,"11 mph, R To L",Partly Cloudy,7,434628,641816,1,N,2018,118,113
2018/06/13/clemlb-chamlb-1,night,76,"8 mph, In From LF",Clear,4,592229,545333,1,N,2018,145,114
2018/06/13/colmlb-phimlb-1,night,80,"10 mph, L To R",Cloudy,2681,601713,542881,1,N,2018,143,115
2018/06/13/houmlb-oakmlb-1,night,68,"13 mph, Out To RF",Clear,10,621112,543037,1,N,2018,133,117
2018/06/13/minmlb-detmlb-1,night,84,"17 mph, L To R",Clear,2394,571510,621244,1,N,2018,116,142
2018/06/13/nynmlb-atlmlb-1,day,80,"8 mph, R To L",Partly Cloudy,4705,647336,594798,1,N,2018,144,121
2018/06/13/pitmlb-arimlb-1,day,77,"0 mph, None",Roof Closed,15,425844,592791,1,N,2018,109,134
2018/06/13/sdnmlb-slnmlb-1,night,86,"13 mph, In From LF",Partly Cloudy,2889,596133,641778,1,N,2018,138,135
2018/06/13/sfnmlb-miamlb-1,night,83,"6 mph, In From RF",Partly Cloudy,4169,592761,605498,1,N,2018,146,137
2018/06/13/texmlb-lanmlb-1,night,76,"5 mph, Out To RF",Clear,22,628317,430935,1,N,2018,119,140
2018/06/13/tormlb-tbamlb-1,day,72,"0 mph, None",Dome,12,521655,457918,1,N,2018,139,141
2018/06/13/wasmlb-nyamlb-1,night,77,"7 mph, R To L",Cloudy,3313,543243,607200,1,N,2018,147,120
2018/06/14/bosmlb-seamlb-1,night,64,"2 mph, Out To RF",Cloudy,680,433587,456034,1,N,2018,136,111
2018/06/14/clemlb-chamlb-1,day,79,"6 mph, In From LF",Cloudy,4,607074,605182,1,N,2018,145,114
2018/06/14/colmlb-phimlb-1,day,82,"16 mph, Out To RF",Sunny,2681,592826,608566,1,N,2018,143,115
2018/06/14/houmlb-oakmlb-1,day,67,"13 mph, Out To RF",Sunny,10,593423,434378,1,N,2018,133,117
2018/06/14/minmlb-detmlb-1,day,81,"12 mph, Out To LF",Partly Cloudy,2394,605242,458681,1,N,2018,116,142
2018/06/14/nynmlb-arimlb-1,night,80,"0 mph, None",Roof Closed,15,571863,450306,1,N,2018,109,121
2018/06/14/sdnmlb-atlmlb-1,night,86,"7 mph, Out To LF",Partly Cloudy,4705,434671,475115,1,N,2018,144,135
2018/06/14/sfnmlb-miamlb-1,day,78,"0 mph, None",Roof Closed,4169,573185,605446,1,N,2018,146,137
2018/06/14/tbamlb-nyamlb-1,night,82,"15 mph, Out To RF",Partly Cloudy,3313,593334,605483,1,N,2018,147,139
2018/06/15/anamlb-oakmlb-1,night,58,"16 mph, Out To RF",Cloudy,10,605135,572140,1,N,2018,133,108
2018/06/15/bosmlb-seamlb-1,night,70,"6 mph, Out To RF",Partly Cloudy,680,572020,519144,1,N,2018,136,111
2018/06/15/chnmlb-slnmlb-1,night,91,"10 mph, R To L",Clear,2889,608379,452657,1,N,2018,138,112
2018/06/15/cinmlb-pitmlb-1,night,77,"8 mph, Out To LF",Clear,31,641771,518774,1,N,2018,134,113
2018/06/15/colmlb-texmlb-1,night,96,"16 mph, R To L",Partly Cloudy,13,622795,518452,1,N,2018,140,115
2018/06/15/detmlb-chamlb-1,night,84,"9 mph, In From LF",Clear,4,625643,571666,1,N,2018,145,116
2018/06/15/houmlb-kcamlb-1,night,91,"15 mph, R To L",Partly Cloudy,7,596001,450203,1,N,2018,118,117
2018/06/15/miamlb-balmlb-1,night,81,"4 mph, L To R",Clear,2,592332,570632,1,N,2018,110,146
2018/06/15/minmlb-clemlb-1,night,75,"3 mph, In From CF",Cloudy,5,446372,502043,1,N,2018,114,142
2018/06/15/nynmlb-arimlb-1,night,77,"0 mph, None",Roof Closed,15,643327,607625,1,N,2018,109,121
2018/06/15/phimlb-milmlb-1,night,76,"14 mph, In From LF",Clear,32,608718,453562,1,N,2018,158,143
2018/06/15/sdnmlb-atlmlb-1,night,85,"5 mph, In From RF",Partly Cloudy,4705,435221,453385,1,N,2018,144,135
2018/06/15/sfnmlb-lanmlb-1,night,71,"5 mph, Out To RF",Clear,22,548389,502706,1,N,2018,119,137
2018/06/15/tbamlb-nyamlb-1,night,74,"10 mph, In From RF",Clear,3313,642528,543135,1,N,2018,147,139
2018/06/15/wasmlb-tormlb-1,night,75,"3 mph, In From RF",Clear,14,592717,461829,1,N,2018,141,120
2018/06/16/anamlb-oakmlb-1,day,67,"11 mph, Out To RF",Sunny,10,640455,543424,1,N,2018,133,108
2018/06/16/bosmlb-seamlb-1,night,74,"3 mph, Out To RF",Clear,680,453281,453214,1,N,2018,136,111
2018/06/16/chnmlb-slnmlb-1,night,92,"10 mph, In From RF",Clear,2889,593372,543294,1,N,2018,138,112
2018/06/16/cinmlb-pitmlb-1,day,85,"4 mph, Out To LF",Sunny,31,467100,622491,1,N,2018,134,113
2018/06/16/colmlb-texmlb-1,day,92,"16 mph, R To L",Partly Cloudy,13,501985,607536,1,N,2018,140,115
2018/06/16/detmlb-chamlb-1,day,81,"11 mph, In From LF",Partly Cloudy,4,608337,519455,1,N,2018,145,116
2018/06/16/houmlb-kcamlb-1,day,93,"15 mph, R To L",Sunny,7,518633,572971,1,N,2018,118,117
2018/06/16/miamlb-balmlb-1,day,85,"4 mph, Out To RF",Sunny,2,502171,612672,1,N,2018,110,146
2018/06/16/minmlb-clemlb-1,day,79,"6 mph, L To R",Cloudy,5,471911,622864,1,N,2018,114,142
2018/06/16/nynmlb-arimlb-1,night,75,"0 mph, None",Roof Closed,15,571578,571927,1,N,2018,109,121
2018/06/16/phimlb-milmlb-1,day,79,"7 mph, In From CF",Sunny,32,448855,621107,1,N,2018,158,143
2018/06/16/sdnmlb-atlmlb-1,night,89,"6 mph, L To R",Partly Cloudy,4705,656794,543475,1,N,2018,144,135
2018/06/16/sfnmlb-lanmlb-1,night,68,"9 mph, L To R",Cloudy,22,622072,518516,1,N,2018,119,137
2018/06/16/tbamlb-nyamlb-1,day,81,"6 mph, L To R",Sunny,3313,622663,592773,1,N,2018,147,139
2018/06/16/wasmlb-tormlb-1,day,81,"10 mph, Out To CF",Sunny,14,462136,453286,1,N,2018,141,120
2018/06/17/anamlb-oakmlb-1,day,68,"8 mph, Out To RF",Cloudy,10,596043,571760,1,N,2018,133,108
2018/06/17/bosmlb-seamlb-1,day,76,"6 mph, Out To CF",Sunny,680,502190,593958,1,N,2018,136,111
2018/06/17/chnmlb-slnmlb-1,night,94,"11 mph, Out To LF",Clear,2889,656427,500779,1,N,2018,138,112
2018/06/17/cinmlb-pitmlb-1,day,86,"4 mph, R To L",Partly Cloudy,31,605397,543101,1,N,2018,134,113
2018/06/17/colmlb-texmlb-1,day,88,"8 mph, In From CF",Cloudy,13,451596,592351,1,N,2018,140,115
2018/06/17/detmlb-chamlb-1,day,92,"10 mph, Out To CF",Partly Cloudy,4,448306,543278,1,N,2018,145,116
2018/06/17/houmlb-kcamlb-1,day,93,"14 mph, R To L",Partly Cloudy,7,641745,621121,1,N,2018,118,117
2018/06/17/miamlb-balmlb-1,day,88,"3 mph, R To L",Sunny,2,605164,670950,1,N,2018,110,146
2018/06/17/minmlb-clemlb-1,day,88,"7 mph, Out To RF",Sunny,5,669456,543606,1,N,2018,114,142
2018/06/17/nynmlb-arimlb-1,day,75,"0 mph, None",Roof Closed,15,453329,554430,1,N,2018,109,121
2018/06/17/phimlb-milmlb-1,day,87,"11 mph, R To L",Partly Cloudy,32,502624,605400,1,N,2018,158,143
2018/06/17/sdnmlb-atlmlb-1,day,87,"3 mph, In From LF",Partly Cloudy,4705,527054,621381,1,N,2018,144,135
2018/06/17/sfnmlb-lanmlb-1,day,65,"5 mph, Out To CF",Cloudy,22,657571,608717,1,N,2018,119,137
2018/06/17/tbamlb-nyamlb-1,day,90,"9 mph, R To L",Sunny,3313,282332,521655,1,N,2018,147,139
2018/06/17/wasmlb-tormlb-1,day,79,"4 mph, Out To CF",Sunny,14,543208,543699,1,N,2018,141,120
2018/06/18/arimlb-anamlb-1,night,70,"6 mph, Out To CF",Clear,1,642545,425844,1,N,2018,108,109
2018/06/18/chamlb-clemlb-1,night,89,"13 mph, Out To RF",Cloudy,5,545333,592229,1,N,2018,114,145
2018/06/18/miamlb-sfnmlb-1,night,61,"13 mph, Out To CF",Partly Cloudy,2395,605498,592761,1,N,2018,137,146
2018/06/18/milmlb-pitmlb-1,night,89,"15 mph, Out To LF",Partly Cloudy,31,592866,468504,1,N,2018,134,158
2018/06/18/nyamlb-wasmlb-1,night,88,"10 mph, Out To CF",Partly Cloudy,3309,607200,543243,1,N,2018,120,147
2018/06/18/nynmlb-colmlb-1,night,72,"10 mph, In From CF",Partly Cloudy,19,542881,594798,1,N,2018,115,121
2018/06/18/slnmlb-phimlb-1,night,89,"14 mph, Out To CF",Partly Cloudy,2681,601713,571945,1,N,2018,143,138
2018/06/18/tbamlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,543037,592773,1,N,2018,117,139
2018/06/18/texmlb-kcamlb-1,night,90,"14 mph, R To L",Clear,7,453178,112526,1,N,2018,118,140
2018/06/19/arimlb-anamlb-1,night,71,"10 mph, Out To CF",Clear,1,570240,571863,1,N,2018,108,109
2018/06/19/atlmlb-tormlb-1,night,68,"5 mph, L To R",Partly Cloudy,14,448802,647336,1,N,2018,141,144
2018/06/19/balmlb-wasmlb-1,night,83,"7 mph, In From LF",Partly Cloudy,3309,622446,605276,1,N,2018,120,110
2018/06/19/bosmlb-minmlb-1,night,69,"8 mph, In From LF",Overcast,3312,621244,519242,1,N,2018,142,111
2018/06/19/chamlb-clemlb-1,night,76,"20 mph, In From RF",Partly Cloudy,5,605182,607074,1,N,2018,114,145
2018/06/19/detmlb-cinmlb-1,night,91,"5 mph, Varies",Partly Cloudy,2602,607219,571510,1,N,2018,113,116
2018/06/19/lanmlb-chnmlb-1,day,73,"5 mph, In From RF",Partly Cloudy,17,543022,628317,1,S,2018,112,119
2018/06/19/lanmlb-chnmlb-2,night,68,"8 mph, L To R",Cloudy,17,543557,448179,2,S,2018,112,119
2018/06/19/miamlb-sfnmlb-1,night,58,"17 mph, Out To CF",Partly Cloudy,2395,605446,573185,1,N,2018,137,146
2018/06/19/milmlb-pitmlb-1,night,80,"9 mph, Out To RF",Cloudy,31,592791,642547,1,N,2018,134,158
2018/06/19/nynmlb-colmlb-1,night,60,"11 mph, In From CF",Overcast,19,608566,450306,1,N,2018,115,121
2018/06/19/oakmlb-sdnmlb-1,night,68,"13 mph, Out To RF",Partly Cloudy,2680,641778,621112,1,N,2018,135,133
2018/06/19/seamlb-nyamlb-1,night,88,"10 mph, Out To RF",Clear,3313,593334,594835,1,N,2018,147,136
2018/06/19/slnmlb-phimlb-1,night,88,"10 mph, L To R",Clear,2681,592826,596133,1,N,2018,143,138
2018/06/19/tbamlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,434378,605483,1,N,2018,117,139
2018/06/19/texmlb-kcamlb-1,night,84,"8 mph, R To L",Partly Cloudy,7,434628,430935,1,N,2018,118,140
2018/06/20/atlmlb-tormlb-1,day,68,"8 mph, Out To CF",Sunny,14,457918,434671,1,N,2018,141,144
2018/06/20/balmlb-wasmlb-1,night,82,"3 mph, Varies",Partly Cloudy,3309,461829,488768,1,N,2018,120,110
2018/06/20/bosmlb-minmlb-1,night,77,"11 mph, In From CF",Partly Cloudy,3312,458681,456034,1,N,2018,142,111
2018/06/20/chamlb-clemlb-1,day,70,"5 mph, Out To LF",Overcast,5,446372,625643,1,N,2018,114,145
2018/06/20/detmlb-cinmlb-1,day,87,"7 mph, R To L",Partly Cloudy,2602,641816,605242,1,N,2018,113,116
2018/06/20/lanmlb-chnmlb-1,day,71,"8 mph, In From CF",Cloudy,17,452657,548389,1,N,2018,112,119
2018/06/20/miamlb-sfnmlb-1,day,61,"13 mph, Out To CF",Cloudy,2395,502706,570632,1,N,2018,137,146
2018/06/20/nynmlb-colmlb-1,night,73,"11 mph, In From RF",Cloudy,19,518452,607625,1,N,2018,115,121
2018/06/20/oakmlb-sdnmlb-1,day,70,"3 mph, L To R",Partly Cloudy,2680,664192,593423,1,N,2018,135,133
2018/06/20/seamlb-nyamlb-1,night,79,"12 mph, R To L",Cloudy,3313,642528,433587,1,N,2018,147,136
2018/06/20/slnmlb-phimlb-1,day,87,"7 mph, Out To RF",Partly Cloudy,2681,453562,608379,1,N,2018,143,138
2018/06/20/tbamlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,450203,543135,1,N,2018,117,139
2018/06/20/texmlb-kcamlb-1,night,83,"4 mph, L To R",Partly Cloudy,7,596001,502212,1,N,2018,118,140
2018/06/21/arimlb-pitmlb-1,night,76,"7 mph, In From LF",Partly Cloudy,31,641771,643327,1,N,2018,134,109
2018/06/21/balmlb-wasmlb-1,night,81,"7 mph, In From CF",Cloudy,3309,453286,592332,1,N,2018,120,110
2018/06/21/bosmlb-minmlb-1,day,72,"10 mph, In From CF",Partly Cloudy,3312,502043,519144,1,N,2018,142,111
2018/06/21/chnmlb-cinmlb-1,night,76,"5 mph, Varies",Overcast,2602,518774,543294,1,N,2018,113,112
2018/06/21/nynmlb-colmlb-1,day,80,"6 mph, Out To CF",Sunny,19,607536,571927,1,N,2018,115,121
2018/06/21/sdnmlb-sfnmlb-1,night,61,"16 mph, Out To CF",Clear,2395,518516,475115,1,N,2018,137,135
2018/06/21/seamlb-nyamlb-1,day,80,"5 mph, L To R",Partly Cloudy,3313,622663,572020,1,N,2018,147,136
2018/06/21/slnmlb-milmlb-1,night,71,"0 mph, None",Roof Closed,32,608718,593372,1,N,2018,158,138
2018/06/21/tormlb-anamlb-1,night,72,"8 mph, Out To CF",Clear,1,543424,592717,1,N,2018,108,141
2018/06/22/arimlb-pitmlb-1,night,69,"12 mph, In From CF",Cloudy,31,467100,571578,1,N,2018,134,109
2018/06/22/balmlb-atlmlb-1,night,73,"8 mph, R To L",Cloudy,4705,656794,502171,1,N,2018,144,110
2018/06/22/chnmlb-cinmlb-1,night,71,"6 mph, R To L",Overcast,2602,622491,500779,1,N,2018,113,112
2018/06/22/detmlb-clemlb-1,night,68,"10 mph, Out To CF",Overcast,5,669456,571666,1,N,2018,114,116
2018/06/22/kcamlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,572971,518633,1,N,2018,117,118
2018/06/22/lanmlb-nynmlb-1,night,70,"11 mph, R To L",Cloudy,3289,554430,622072,1,N,2018,121,119
2018/06/22/miamlb-colmlb-1,night,81,"5 mph, In From CF",Partly Cloudy,19,592351,612672,1,N,2018,115,146
2018/06/22/nyamlb-tbamlb-1,night,72,"0 mph, None",Dome,12,592773,282332,1,N,2018,139,147
2018/06/22/oakmlb-chamlb-1,day,63,"16 mph, L To R",Overcast,4,448306,640455,1,Y,2018,145,133
2018/06/22/oakmlb-chamlb-2,day,61,"15 mph, L To R",Overcast,4,608337,605135,2,Y,2018,145,133
2018/06/22/phimlb-wasmlb-1,night,68,"10 mph, In From RF",Drizzle,3309,543699,621107,1,N,2018,120,143
2018/06/22/sdnmlb-sfnmlb-1,night,67,"15 mph, Out To CF",Clear,2395,608717,453385,1,N,2018,137,135
2018/06/22/seamlb-bosmlb-1,night,69,"9 mph, In From RF",Partly Cloudy,3,453214,453281,1,N,2018,111,136
2018/06/22/slnmlb-milmlb-1,night,71,"0 mph, None",Roof Closed,32,448855,656427,1,N,2018,158,138
2018/06/22/texmlb-minmlb-1,night,81,"6 mph, In From CF",Partly Cloudy,3312,622864,501985,1,N,2018,142,140
2018/06/22/tormlb-anamlb-1,night,77,"9 mph, Out To CF",Clear,1,571760,462136,1,N,2018,108,141
2018/06/23/arimlb-pitmlb-1,day,77,"12 mph, Out To LF",Overcast,31,605397,425844,1,N,2018,134,109
2018/06/23/balmlb-atlmlb-1,day,84,"10 mph, R To L",Cloudy,4705,527054,605164,1,N,2018,144,110
2018/06/23/chnmlb-cinmlb-1,day,79,"9 mph, Varies",Partly Cloudy,2602,543101,608652,1,N,2018,113,112
2018/06/23/detmlb-clemlb-1,night,73,"8 mph, L To R",Partly Cloudy,5,545333,434538,1,N,2018,114,116
2018/06/23/kcamlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,621121,453178,1,N,2018,117,118
2018/06/23/lanmlb-nynmlb-1,night,65,"6 mph, In From CF",Cloudy,3289,594798,477132,1,N,2018,121,119
2018/06/23/miamlb-colmlb-1,day,82,"3 mph, Out To LF",Partly Cloudy,19,542881,670950,1,N,2018,115,146
2018/06/23/nyamlb-tbamlb-1,day,72,"0 mph, None",Dome,12,521655,543243,1,N,2018,139,147
2018/06/23/oakmlb-chamlb-1,day,72,"3 mph, Out To CF",Partly Cloudy,4,592229,596043,1,N,2018,145,133
2018/06/23/phimlb-wasmlb-1,day,81,"7 mph, Out To CF",Cloudy,3309,607200,605400,1,N,2018,120,143
2018/06/23/sdnmlb-sfnmlb-1,day,83,"10 mph, Out To CF",Sunny,2395,605498,621381,1,N,2018,137,135
2018/06/23/seamlb-bosmlb-1,night,60,"10 mph, In From CF",Cloudy,3,593958,502190,1,N,2018,111,136
2018/06/23/slnmlb-milmlb-1,day,74,"7 mph, In From LF",Sunny,32,502624,571945,1,N,2018,158,138
2018/06/23/texmlb-minmlb-1,day,78,"3 mph, Out To LF",Cloudy,3312,543606,451596,1,N,2018,142,140
2018/06/23/tormlb-anamlb-1,night,68,"11 mph, R To L",Partly Cloudy,1,642545,573186,1,N,2018,108,141
2018/06/24/arimlb-pitmlb-1,day,77,"13 mph, R To L",Cloudy,31,592866,453329,1,N,2018,134,109
2018/06/24/balmlb-atlmlb-1,day,88,"9 mph, R To L",Cloudy,4705,435221,605276,1,N,2018,144,110
2018/06/24/chnmlb-cinmlb-1,day,83,"9 mph, Out To LF",Cloudy,2602,607219,543557,1,N,2018,113,112
2018/06/24/detmlb-clemlb-1,day,74,"8 mph, L To R",Partly Cloudy,5,592644,571510,1,N,2018,114,116
2018/06/24/kcamlb-houmlb-1,day,73,"0 mph, None",Roof Closed,2392,543037,434628,1,N,2018,117,118
2018/06/24/lanmlb-nynmlb-1,day,82,"10 mph, Out To LF",Partly Cloudy,3289,460283,448179,1,N,2018,121,119
2018/06/24/miamlb-colmlb-1,day,57,"11 mph, Out To CF",Cloudy,19,608566,592761,1,N,2018,115,146
2018/06/24/nyamlb-tbamlb-1,day,72,"0 mph, None",Dome,12,542882,593334,1,N,2018,139,147
2018/06/24/oakmlb-chamlb-1,day,73,"11 mph, L To R",Sunny,4,607074,621112,1,N,2018,145,133
2018/06/24/phimlb-wasmlb-1,night,83,"4 mph, In From LF",Partly Cloudy,3309,622446,601713,1,N,2018,120,143
